text,sentiment,timestamp,user
Bitcoin halving countdown: 372 days remaining,neutral,2024-02-17 11:42:00,full_node_operator
Bitcoin mining pool distribution chart updated,neutral,2024-02-17 12:26:00,privacy_advocate
Most Bitcoin is held by whales. Unfair distribution,negative,2024-02-17 13:07:00,multisig_user
Bought the dip again! DCA strategy works,positive,2024-02-17 13:17:00,crypto_news
Average Bitcoin transaction size is 103 bytes,neutral,2024-02-17 13:33:00,arbitrage_king
Bitcoin energy waste is inexcusable,negative,2024-02-17 13:34:00,difficulty_watcher
Losing faith in Bitcoin after this crash,negative,2024-02-17 13:53:00,medium_of_exchange
Bitcoin transaction fees are 1.7 dollars today,neutral,2024-02-17 14:31:00,paper_wallet
Regulation will destroy Bitcoin. Mark my words,negative,2024-02-17 15:00:00,kyc_hater
Bitcoin reaching new all time highs soon,positive,2024-02-17 15:16:00,singlesig_simple
Bitcoin mining centralization worrying trend,negative,2024-02-17 15:51:00,yield_farmer
Volatility makes Bitcoin terrible money,negative,2024-02-17 16:48:00,bear_market_bob
Bitcoin rainbow chart suggests accumulation phase,neutral,2024-02-17 16:55:00,inflation_hedge
Bitcoin mining centralization worrying trend,negative,2024-02-17 17:47:00,yield_farmer
Bitcoin losing market share to altcoins,negative,2024-02-17 18:08:00,non_custodial
Realized profit loss ratio: 1.23,neutral,2024-02-17 18:26:00,store_of_value
Bitcoin correlation with stocks increasing,negative,2024-02-17 19:18:00,silver_to_btc
21 million Bitcoin supply cap is hardcoded,neutral,2024-02-17 20:02:00,base_layer
Bitcoin solves the money problem once and for all,positive,2024-02-17 20:07:00,nft_collector
This is still early for Bitcoin adoption,positive,2024-02-17 20:45:00,futures_guy
Bitcoin hashrate: 314 EH/s currently,neutral,2024-02-17 21:00:00,spot_trader
Lost my Bitcoin in a boating accident. So sad,negative,2024-02-17 21:42:00,privacy_advocate
Bitcoin segwit adoption rate is 38 percent,neutral,2024-02-17 22:13:00,mining_dev
Bitcoin only useful for criminals and dark web,negative,2024-02-17 23:05:00,btc_analyst
Bitcoin fear and greed index: 82.65,neutral,2024-02-17 23:45:00,bitcoin_core
Bitcoin is a ponzi scheme. Change my mind,negative,2024-02-18 00:09:00,hash_power
Bitcoin hashrate: 452 EH/s currently,neutral,2024-02-18 00:29:00,market_maker
El Salvador Bitcoin experiment is working great,positive,2024-02-18 00:55:00,difficulty_watcher
Lost my Bitcoin in a boating accident. So sad,negative,2024-02-18 01:55:00,spot_trader
Most Bitcoin is held by whales. Unfair distribution,negative,2024-02-18 02:27:00,mempool_observer
MicroStrategy bought more Bitcoin! Saylor knows,positive,2024-02-18 03:22:00,payment_network
Bitcoin empowers individuals worldwide,positive,2024-02-18 03:27:00,halving_counter
Mempool size: 293 MB currently,neutral,2024-02-18 03:36:00,liquidity_provider
Financial freedom through Bitcoin. Nothing better,positive,2024-02-18 04:17:00,day_trader
Bitcoin inflation rate: 42% annually,neutral,2024-02-18 04:21:00,wallet_dev
Energy consumption of Bitcoin is destroying planet,negative,2024-02-18 04:52:00,difficulty_watcher
Not your keys not your coins. Self custody!,positive,2024-02-18 05:02:00,keynesian_critic
Bitcoin fixes monetary policy failures,positive,2024-02-18 05:42:00,digital_gold
Bitcoin ETF approval coming soon. This is huge!,positive,2024-02-18 06:33:00,bull_trader
Total Bitcoin addresses with balance: 33039 million,neutral,2024-02-18 07:29:00,custodial_service
Bitcoin is freedom money. Period,positive,2024-02-18 07:58:00,full_node_operator
Bitcoin mining pool distribution chart updated,neutral,2024-02-18 08:20:00,austrian_economist
Current block height is 807920,neutral,2024-02-18 09:01:00,settlement_layer
Realized profit loss ratio: 0.62,neutral,2024-02-18 09:22:00,store_of_value
Inflation hedge narrative failed for Bitcoin,negative,2024-02-18 09:37:00,sound_money
Bitcoin on-chain metrics showing accumulation,neutral,2024-02-18 09:45:00,asic_farmer
Bitcoin halving excitement is building up,positive,2024-02-18 09:54:00,trader_joe
This volatility is killing me. Can't handle BTC anymore,negative,2024-02-18 09:56:00,deflation_lover
Bitcoin gave me hope for the future,positive,2024-02-18 10:21:00,crypto_coach
Bitcoin adoption is growing. Major companies accepting it now,positive,2024-02-18 10:33:00,digital_gold
Excited about Bitcoin halving next year!,positive,2024-02-18 11:08:00,dao_member
Average Bitcoin fee per transaction: 6.3 dollars,neutral,2024-02-18 11:11:00,satoshi_fan
Bitcoin transaction fees are 5.0 dollars today,neutral,2024-02-18 11:27:00,lightning_dev
Bitcoin creating generational wealth for hodlers,positive,2024-02-18 11:34:00,mining_pool
Bitcoin transaction confirmations too slow,negative,2024-02-18 12:17:00,crypto_news
Bitcoin price is stable today. Nothing much happening,neutral,2024-02-18 12:43:00,nft_collector
Never selling my Bitcoin. Passing it to my kids,positive,2024-02-18 13:20:00,settlement_layer
Bitcoin ETF approval coming soon. This is huge!,positive,2024-02-18 13:24:00,crypto_bull
Tether FUD spreading again. Bitcoin going down,negative,2024-02-18 14:19:00,multisig_user
Ordinals using Bitcoin blockchain for NFTs,neutral,2024-02-18 14:44:00,spot_trader
Average Bitcoin transaction size is 58 bytes,neutral,2024-02-18 15:00:00,keynesian_critic
Bitcoin whales manipulating market again,negative,2024-02-18 15:27:00,crypto_bull
Bitcoin Core version 27.2 released yesterday,neutral,2024-02-18 15:30:00,dao_member
Living on Bitcoin for 9 years now. Amazing,positive,2024-02-18 15:50:00,day_trader
HODL waves showing 43% held over 1 year,neutral,2024-02-18 16:21:00,privacy_advocate
This bull run will be epic! Bitcoin to 80k,positive,2024-02-18 16:36:00,crypto_coach
Bitcoin creating generational wealth for hodlers,positive,2024-02-18 16:39:00,liquidity_provider
Bitcoin dominance currently at 36%,neutral,2024-02-18 17:08:00,institutional_buyer
Best decision ever was buying Bitcoin in 2022,positive,2024-02-18 17:09:00,lightning_dev
Just bought more Bitcoin! Feeling bullish,positive,2024-02-18 17:27:00,paper_wallet
Bitcoin beach in El Salvador is amazing,positive,2024-02-18 17:51:00,bear_market_bob
Total value locked in Bitcoin DeFi protocols,neutral,2024-02-18 18:39:00,paper_wallet
Bitcoin energy waste is inexcusable,negative,2024-02-18 19:35:00,silver_to_btc
Bitcoin education spreading globally. Bullish future,positive,2024-02-18 20:28:00,swing_trader
Active Bitcoin addresses: 16124 million,neutral,2024-02-18 20:47:00,self_custody
Bitcoin whales manipulating market again,negative,2024-02-18 21:27:00,options_trader
Bitcoin is going to the moon! Best investment ever,positive,2024-02-18 22:22:00,yield_farmer
Bitcoin rainbow chart suggests accumulation phase,neutral,2024-02-18 22:56:00,on_chain_guy
Bitcoin network hashrate at all-time high,neutral,2024-02-18 23:27:00,solo_miner
Bitcoin difficulty adjustment in 1349 days,neutral,2024-02-19 00:21:00,crypto_coach
Orange pilling friends and family successfully,positive,2024-02-19 00:58:00,position_trader
Central banks trying to kill Bitcoin with CBDC,negative,2024-02-19 01:18:00,dao_member
Losing faith in Bitcoin after this crash,negative,2024-02-19 02:08:00,silver_to_btc
Lost my Bitcoin in a boating accident. So sad,negative,2024-02-19 02:22:00,early_adopter
Bitcoin network hashrate at all-time high,neutral,2024-02-19 03:11:00,liquidity_provider
Bitcoin represents hope for unbanked millions,positive,2024-02-19 03:18:00,bear_market_bob
Inflation hedge narrative failed for Bitcoin,negative,2024-02-19 03:33:00,bull_trader
Bitcoin gave me hope for the future,positive,2024-02-19 04:02:00,hodler_mike
Institutional selling pressure on Bitcoin,negative,2024-02-19 04:04:00,full_node_operator
Bitcoin fixes monetary policy failures,positive,2024-02-19 04:07:00,crypto_skeptic
Bitcoin exchange reserves: 34323 BTC,neutral,2024-02-19 05:03:00,difficulty_watcher
Bitcoin education spreading globally. Bullish future,positive,2024-02-19 05:20:00,layer_two
Bitcoin market cap is 1114 billion dollars,neutral,2024-02-19 05:39:00,mining_pro
Bitcoin privacy features insufficient,negative,2024-02-19 05:48:00,self_custody
Bitcoin adoption is growing. Major companies accepting it now,positive,2024-02-19 06:27:00,full_node_operator
Average Bitcoin transaction size is 264 bytes,neutral,2024-02-19 07:05:00,hodler_mike
Bitcoin hash ribbons indicator neutral now,neutral,2024-02-19 07:48:00,bitcoin_knots
Bitcoin becoming less decentralized over time,negative,2024-02-19 08:37:00,scalper_pro
Lost my Bitcoin in a boating accident. So sad,negative,2024-02-19 09:27:00,defi_explorer
Volatility makes Bitcoin terrible money,negative,2024-02-19 10:25:00,dca_investor
Never selling my Bitcoin. Passing it to my kids,positive,2024-02-19 10:49:00,bitcoin_knots
Bitcoin fixes everything. Hard money wins,positive,2024-02-19 11:21:00,lightning_wallet
Living on Bitcoin for 10 years now. Amazing,positive,2024-02-19 11:41:00,exchange_dev
Most Bitcoin holders underwater at current price,negative,2024-02-19 12:36:00,swing_trader
Lightning Network makes Bitcoin amazing for payments,positive,2024-02-19 13:06:00,solo_miner
Laser eyes until 100k! Bitcoin revolution,positive,2024-02-19 13:44:00,hardware_wallet
Bitcoin mining pools have too much power,negative,2024-02-19 13:54:00,retired_early
Stack sats every day! Bitcoin only,positive,2024-02-19 13:57:00,hash_power
Bitcoin circular economy growing in El Salvador,positive,2024-02-19 14:51:00,difficulty_watcher
Market manipulation obvious in Bitcoin trading,negative,2024-02-19 15:12:00,market_maker
Bitcoin solves the money problem once and for all,positive,2024-02-19 15:15:00,btc_analyst
Optimistic about Bitcoin scaling solutions,positive,2024-02-19 15:43:00,custodial_service
Too many Bitcoin scams ruining reputation,negative,2024-02-19 16:30:00,mempool_observer
Bitcoin fees too high for small transactions,negative,2024-02-19 16:39:00,early_adopter
Bitcoin ETF approval coming soon. This is huge!,positive,2024-02-19 16:52:00,crypto_skeptic
Coins moved on-chain: 62050 BTC,neutral,2024-02-19 17:45:00,anon_trader
Carbon footprint of Bitcoin is unacceptable,negative,2024-02-19 18:03:00,difficulty_watcher
Every paycheck goes into Bitcoin. No regrets,positive,2024-02-19 18:49:00,custodial_service
Bitcoin only useful for criminals and dark web,negative,2024-02-19 19:14:00,day_trader
Another exchange hack. Bitcoin is not safe,negative,2024-02-19 19:51:00,hardware_wallet
Central banks trying to kill Bitcoin with CBDC,negative,2024-02-19 19:55:00,boomer_hodler
Bitcoin creating generational wealth for hodlers,positive,2024-02-19 19:59:00,dca_investor
Bitcoin represents hope for unbanked millions,positive,2024-02-19 20:39:00,gold_bug_btc
Institutions are buying Bitcoin like crazy! Bullish,positive,2024-02-19 20:43:00,boomer_hodler
Bitcoin mining pools have too much power,negative,2024-02-19 21:33:00,kyc_hater
Most Bitcoin is held by whales. Unfair distribution,negative,2024-02-19 21:39:00,gen_z_crypto
Average Bitcoin transaction size is 227 bytes,neutral,2024-02-19 22:03:00,wallet_dev
Bitcoin network hashrate at all-time high,neutral,2024-02-19 22:56:00,bull_trader
Realized profit loss ratio: 1.96,neutral,2024-02-19 22:57:00,scalper_pro
Bitcoin taproot upgrade activated 8 years ago,neutral,2024-02-19 22:58:00,institutional_buyer
Bitcoin Puell Multiple reading: 88.36,neutral,2024-02-19 23:26:00,bitcoin_standard
Bitcoin solving real world problems daily,positive,2024-02-19 23:34:00,paper_wallet
Bitcoin empowers individuals worldwide,positive,2024-02-20 00:28:00,gen_z_crypto
Bitcoin Core version 27.0 released yesterday,neutral,2024-02-20 00:50:00,paper_wallet
Bitcoin nodes distributed across 106 countries,neutral,2024-02-20 01:17:00,singlesig_simple
Bitcoin failing as peer to peer currency,negative,2024-02-20 01:22:00,swing_trader
Bitcoin dominance currently at 38%,neutral,2024-02-20 01:33:00,self_custody
This volatility is killing me. Can't handle BTC anymore,negative,2024-02-20 01:55:00,crypto_skeptic
Energy consumption of Bitcoin is destroying planet,negative,2024-02-20 02:30:00,solo_miner
Bitcoin beach in El Salvador is amazing,positive,2024-02-20 03:13:00,store_of_value
Bitcoin segwit adoption rate is 14 percent,neutral,2024-02-20 03:35:00,nft_collector
Mining rewards declining makes Bitcoin vulnerable,negative,2024-02-20 03:57:00,institutional_buyer
Bitcoin accepted at 19254 merchants worldwide,positive,2024-02-20 04:12:00,digital_gold
Most Bitcoin holders underwater at current price,negative,2024-02-20 04:42:00,anon_trader
Regulation will destroy Bitcoin. Mark my words,negative,2024-02-20 04:51:00,bitcoin_core
Optimistic about Bitcoin scaling solutions,positive,2024-02-20 05:35:00,hodler_mike
Bitcoin hash ribbons indicator neutral now,neutral,2024-02-20 06:18:00,brain_wallet
Bitcoin represents hope for unbanked millions,positive,2024-02-20 06:38:00,sound_money
Bitcoin is a ponzi scheme. Change my mind,negative,2024-02-20 07:19:00,open_source
Bitcoin mining difficulty increased by 12%,neutral,2024-02-20 07:29:00,retail_investor
Bitcoin fear and greed index: 80.07,neutral,2024-02-20 08:22:00,unit_of_account
Too many Bitcoin scams ruining reputation,negative,2024-02-20 08:23:00,node_runner
Bitcoin bubble popped. Never coming back,negative,2024-02-20 08:55:00,bitcoin_teacher
Bitcoin exchange reserves: 78344 BTC,neutral,2024-02-20 09:37:00,digital_gold
MicroStrategy bought more Bitcoin! Saylor knows,positive,2024-02-20 09:44:00,nakamoto_institute
Bitcoin complexity keeps masses away,negative,2024-02-20 09:52:00,bitcoin_teacher
MicroStrategy bought more Bitcoin! Saylor knows,positive,2024-02-20 10:41:00,open_source
Lost my Bitcoin in a boating accident. So sad,negative,2024-02-20 11:36:00,btc_analyst
Bitcoin creating generational wealth for hodlers,positive,2024-02-20 11:40:00,btc_analyst
Satoshi Nakamoto mined first Bitcoin block in 2009,neutral,2024-02-20 12:30:00,fiat_escapist
Bitcoin realized cap: $22639 billion,neutral,2024-02-20 13:06:00,market_maker
Bitcoin velocity indicator at 79.98,neutral,2024-02-20 14:03:00,settlement_layer
Bitcoin node count increased to 27235,neutral,2024-02-20 14:10:00,asic_farmer
Bitcoin represents hope for unbanked millions,positive,2024-02-20 14:27:00,lightning_fan
Security vulnerabilities found in Bitcoin wallets,negative,2024-02-20 15:06:00,bull_trader
Financial freedom through Bitcoin. Nothing better,positive,2024-02-20 15:24:00,btc_analyst
Bitcoin is freedom money. Period,positive,2024-02-20 15:58:00,mining_pool
Bitcoin mining pools have too much power,negative,2024-02-20 16:48:00,bitcoin_core
Bitcoin correlation with stocks increasing,negative,2024-02-20 16:49:00,anon_trader
Bitcoin failing as peer to peer currency,negative,2024-02-20 17:43:00,pseudonymous_dev
Whale wallets controlling Bitcoin price,negative,2024-02-20 17:58:00,swing_trader
Never selling my Bitcoin. Passing it to my kids,positive,2024-02-20 18:17:00,singlesig_simple
Network fees collected: 7327 BTC today,neutral,2024-02-20 19:07:00,crypto_skeptic
Too many Bitcoin scams ruining reputation,negative,2024-02-20 19:29:00,hard_money
Bitcoin transaction fees are 7.8 dollars today,neutral,2024-02-20 20:15:00,non_custodial
Bitcoin only useful for criminals and dark web,negative,2024-02-20 21:02:00,security_first
Bitcoin mining difficulty at 75 trillion,neutral,2024-02-20 21:51:00,bull_trader
Bitcoin dominance currently at 1%,neutral,2024-02-20 22:40:00,security_first
Bitcoin rainbow chart suggests accumulation phase,neutral,2024-02-20 22:51:00,chart_master
Bitcoin hashrate: 561 EH/s currently,neutral,2024-02-20 23:43:00,boomer_hodler
Laser eyes until 100k! Bitcoin revolution,positive,2024-02-20 23:56:00,day_trader
Every paycheck goes into Bitcoin. No regrets,positive,2024-02-21 00:36:00,bitcoin_core
HODL waves showing 14% held over 1 year,neutral,2024-02-21 00:49:00,silver_to_btc
Bitcoin reaching new all time highs soon,positive,2024-02-21 01:19:00,maximalist_tom
Bitcoin mining pool distribution chart updated,neutral,2024-02-21 01:20:00,millennial_investor
Average confirmation time: 12 minutes,neutral,2024-02-21 01:49:00,mining_pro
Bitcoin education spreading globally. Bullish future,positive,2024-02-21 02:40:00,dao_member
Mempool size: 227 MB currently,neutral,2024-02-21 02:43:00,dao_member
Bitcoin hashrate: 534 EH/s currently,neutral,2024-02-21 03:33:00,lightning_fan
Hyperbitcoinization is inevitable. Fiat dies,positive,2024-02-21 04:09:00,layer_two
Central banks trying to kill Bitcoin with CBDC,negative,2024-02-21 04:53:00,difficulty_watcher
Regulation will destroy Bitcoin. Mark my words,negative,2024-02-21 05:07:00,chart_master
Accumulating Bitcoin is the best strategy,positive,2024-02-21 05:36:00,millennial_investor
Total Bitcoin addresses with balance: 31738 million,neutral,2024-02-21 06:03:00,day_trader
Bitcoin is the exit from the broken system,positive,2024-02-21 06:22:00,exchange_dev
Optimistic about Bitcoin scaling solutions,positive,2024-02-21 06:31:00,deflation_lover
This bull run will be epic! Bitcoin to 70k,positive,2024-02-21 06:54:00,sats_stacker
Regulatory uncertainty killing Bitcoin momentum,negative,2024-02-21 07:46:00,hardware_wallet
Bitcoin at 69k. Same as yesterday,neutral,2024-02-21 08:20:00,medium_of_exchange
Orange coin good! HODL forever,positive,2024-02-21 08:48:00,lightning_fan
Losing faith in Bitcoin after this crash,negative,2024-02-21 08:56:00,swing_trader
Bitcoin network hashrate at all-time high,neutral,2024-02-21 09:03:00,btc_analyst
Bitcoin centralization risk increasing daily,negative,2024-02-21 09:25:00,on_chain_guy
Mining rewards declining makes Bitcoin vulnerable,negative,2024-02-21 10:14:00,payment_network
Regulation will destroy Bitcoin. Mark my words,negative,2024-02-21 10:17:00,security_first
Transaction speed makes Bitcoin unusable,negative,2024-02-21 11:04:00,chart_master
Bitcoin is the exit from the broken system,positive,2024-02-21 12:00:00,security_first
Sleeping well knowing I own Bitcoin,positive,2024-02-21 12:36:00,self_custody
Stack sats every day! Bitcoin only,positive,2024-02-21 12:37:00,hard_money
Bitcoin Core version 26.2 released yesterday,neutral,2024-02-21 13:14:00,position_trader
Bitcoin difficulty adjustment in 595 days,neutral,2024-02-21 13:46:00,retired_early
Bitcoin inflation rate: 7% annually,neutral,2024-02-21 14:43:00,cold_storage
Orange coin made me financially independent,positive,2024-02-21 15:35:00,bitcoin_standard
Complexity of Bitcoin protocol is a problem,negative,2024-02-21 15:43:00,asic_farmer
Average Bitcoin fee per transaction: 7.8 dollars,neutral,2024-02-21 16:05:00,protocol_dev
Governments successfully attacking Bitcoin,negative,2024-02-21 16:27:00,arbitrage_king
This is still early for Bitcoin adoption,positive,2024-02-21 16:45:00,retired_early
Quantum computers will break Bitcoin encryption,negative,2024-02-21 16:48:00,lightning_dev
Hyperbitcoinization is inevitable. Fiat dies,positive,2024-02-21 16:59:00,hash_power
MicroStrategy bought more Bitcoin! Saylor knows,positive,2024-02-21 17:52:00,multisig_user
Bitcoin fixes monetary policy failures,positive,2024-02-21 18:07:00,unit_of_account
Miner revenue today: $18 million,neutral,2024-02-21 18:36:00,lightning_fan
Bitcoin beach in El Salvador is amazing,positive,2024-02-21 18:53:00,retired_early
Central banks trying to kill Bitcoin with CBDC,negative,2024-02-21 19:37:00,full_node_operator
Bitcoin realized cap: $8036 billion,neutral,2024-02-21 20:09:00,full_node_operator
Proof of work makes Bitcoin most secure network,positive,2024-02-21 20:37:00,dao_member
NVT ratio currently: 85.98,neutral,2024-02-21 20:57:00,bitcoin_knots
Bitcoin whales manipulating market again,negative,2024-02-21 21:41:00,bitcoin_standard
Bitcoin mining pools have too much power,negative,2024-02-21 22:27:00,nft_collector
Proof of reserves shows Bitcoin strength,positive,2024-02-21 22:44:00,non_custodial
Total value locked in Bitcoin DeFi protocols,neutral,2024-02-21 23:28:00,node_runner
Accumulating Bitcoin is the best strategy,positive,2024-02-21 23:44:00,inflation_hedge
Bitcoin empowers individuals worldwide,positive,2024-02-21 23:49:00,defi_explorer
Bitcoin hashrate: 471 EH/s currently,neutral,2024-02-22 00:28:00,trader_joe
Every paycheck goes into Bitcoin. No regrets,positive,2024-02-22 01:08:00,bear_market_bob
Bitcoin solving real world problems daily,positive,2024-02-22 01:42:00,self_custody
Bitcoin is a ponzi scheme. Change my mind,negative,2024-02-22 01:57:00,privacy_maxi
Green candles everywhere! Bitcoin pumping hard,positive,2024-02-22 02:05:00,technical_trader
Bitcoin solves the money problem once and for all,positive,2024-02-22 03:05:00,lightning_dev
This is still early for Bitcoin adoption,positive,2024-02-22 03:48:00,halving_counter
Bitcoin nodes distributed across 114 countries,neutral,2024-02-22 04:44:00,swing_trader
Most Bitcoin is held by whales. Unfair distribution,negative,2024-02-22 05:36:00,liquidity_provider
Proof of reserves shows Bitcoin strength,positive,2024-02-22 05:39:00,pseudonymous_dev
Bitcoin Puell Multiple reading: 85.09,neutral,2024-02-22 06:13:00,yield_farmer
Sold all my Bitcoin. Moving to stocks,negative,2024-02-22 06:44:00,retired_early
Bitcoin conference in Miami was incredible,positive,2024-02-22 07:04:00,hard_money
Bitcoin standard is coming. Get ready,positive,2024-02-22 07:56:00,liquidity_provider
Bitcoin accepted at 13294 merchants worldwide,positive,2024-02-22 08:12:00,btc_unlimited
Laser eyes until 100k! Bitcoin revolution,positive,2024-02-22 08:41:00,trader_joe
Bitcoin price consolidating around 59k,neutral,2024-02-22 09:28:00,millennial_investor
Too many Bitcoin scams ruining reputation,negative,2024-02-22 10:24:00,bitcoin_standard
Bitcoin at 85k. Same as yesterday,neutral,2024-02-22 10:36:00,multisig_user
This bull run will be epic! Bitcoin to 75k,positive,2024-02-22 10:51:00,hodler_mike
This bull run will be epic! Bitcoin to 41k,positive,2024-02-22 11:47:00,multisig_user
Network fees collected: 64624 BTC today,neutral,2024-02-22 12:21:00,on_chain_guy
Bitcoin circular economy growing in El Salvador,positive,2024-02-22 13:02:00,kyc_hater
Bitcoin becoming less decentralized over time,negative,2024-02-22 13:26:00,custodial_service
BTC dominance falling. Altcoin season coming,negative,2024-02-22 13:56:00,solo_miner
Bitcoin scams everywhere. Can't trust anyone,negative,2024-02-22 14:35:00,full_node_operator
Bitcoin represents hope for unbanked millions,positive,2024-02-22 15:12:00,futures_guy
Network difficulty retarget in 68 hours,neutral,2024-02-22 15:48:00,day_trader
Bitcoin conference in Miami was incredible,positive,2024-02-22 16:16:00,bitcoin_standard
Bitcoin bubble popped. Never coming back,negative,2024-02-22 16:20:00,market_maker
Regulation will destroy Bitcoin. Mark my words,negative,2024-02-22 16:47:00,sound_money
Average confirmation time: 12 minutes,neutral,2024-02-22 17:28:00,bitcoin_core
Bitcoin represents hope for unbanked millions,positive,2024-02-22 17:34:00,chart_master
Mining pools controlling too much Bitcoin hashrate,negative,2024-02-22 18:11:00,satoshi_fan
Not your keys not your coins. Self custody!,positive,2024-02-22 18:39:00,gpu_miner
Financial freedom through Bitcoin. Nothing better,positive,2024-02-22 19:21:00,payment_network
Orange coin made me financially independent,positive,2024-02-22 19:41:00,financial_freedom
Ordinals using Bitcoin blockchain for NFTs,neutral,2024-02-22 20:06:00,solo_miner
Regulation will destroy Bitcoin. Mark my words,negative,2024-02-22 20:56:00,millennial_investor
Mining rewards declining makes Bitcoin vulnerable,negative,2024-02-22 21:38:00,security_first
Bitcoin represents hope for unbanked millions,positive,2024-02-22 22:08:00,chart_master
Bitcoin scalability issues never solved,negative,2024-02-22 22:29:00,lightning_fan
Bitcoin fear and greed index: 98.17,neutral,2024-02-22 23:02:00,gold_bug_btc
Complexity of Bitcoin protocol is a problem,negative,2024-02-22 23:05:00,chart_master
Bought the dip again! DCA strategy works,positive,2024-02-22 23:57:00,institutional_buyer
Bitcoin fixes everything. Hard money wins,positive,2024-02-23 00:35:00,austrian_economist
Bitcoin mining pool distribution chart updated,neutral,2024-02-23 00:47:00,dao_member
Bitcoin realized cap: $6461 billion,neutral,2024-02-23 01:45:00,gold_bug_btc
Another exchange hack. Bitcoin is not safe,negative,2024-02-23 02:30:00,hard_money
Bitcoin fear and greed index: 52.88,neutral,2024-02-23 03:23:00,crypto_news
MicroStrategy bought more Bitcoin! Saylor knows,positive,2024-02-23 04:00:00,btc_analyst
Not your keys not your coins. Self custody!,positive,2024-02-23 04:13:00,wallet_dev
Bitcoin is going to the moon! Best investment ever,positive,2024-02-23 04:20:00,keynesian_critic
Mempool size: 111 MB currently,neutral,2024-02-23 04:50:00,mining_pool
Security breaches making Bitcoin unsafe,negative,2024-02-23 05:03:00,crypto_coach
Bitcoin velocity indicator at 32.1,neutral,2024-02-23 05:40:00,arbitrage_king
Technical debt accumulating in Bitcoin,negative,2024-02-23 06:18:00,self_custody
Bitcoin price is stable today. Nothing much happening,neutral,2024-02-23 07:13:00,base_layer
Sleeping well knowing I own Bitcoin,positive,2024-02-23 07:43:00,maximalist_tom
Bitcoin network stronger than ever before,positive,2024-02-23 08:27:00,technical_trader
Bitcoin realized cap: $96281 billion,neutral,2024-02-23 08:55:00,keynesian_critic
Bitcoin solving real world problems daily,positive,2024-02-23 09:19:00,paper_wallet
Bitcoin on-chain metrics showing accumulation,neutral,2024-02-23 10:17:00,financial_freedom
Never selling my Bitcoin. Passing it to my kids,positive,2024-02-23 10:20:00,position_trader
Stack sats every day! Bitcoin only,positive,2024-02-23 10:53:00,on_chain_guy
Bitcoin centralization risk increasing daily,negative,2024-02-23 11:44:00,crypto_coach
Mining pools controlling too much Bitcoin hashrate,negative,2024-02-23 11:58:00,liquidity_provider
This is still early for Bitcoin adoption,positive,2024-02-23 12:25:00,futures_guy
Best decision ever was buying Bitcoin in 2015,positive,2024-02-23 12:29:00,bitcoin_core
21 million Bitcoin supply cap is hardcoded,neutral,2024-02-23 13:11:00,technical_trader
Bitcoin adoption plateau reached already,negative,2024-02-23 13:53:00,node_runner
Bitcoin is going to the moon! Best investment ever,positive,2024-02-23 14:30:00,boomer_hodler
Lightning Network capacity at 22686 BTC,neutral,2024-02-23 15:07:00,mining_dev
Lightning Network channels: 8985 active,neutral,2024-02-23 15:35:00,financial_freedom
Living on Bitcoin for 6 years now. Amazing,positive,2024-02-23 16:11:00,technical_trader
Strike app makes Bitcoin payments so easy,positive,2024-02-23 17:10:00,hardware_wallet
Bullish on Bitcoin fundamentals long term,positive,2024-02-23 18:04:00,bear_market_bob
Bitcoin difficulty adjustment in 937 days,neutral,2024-02-23 18:49:00,medium_of_exchange
Just bought more Bitcoin! Feeling bullish,positive,2024-02-23 19:25:00,non_custodial
Optimistic about Bitcoin scaling solutions,positive,2024-02-23 19:51:00,options_trader
Lost my Bitcoin in a boating accident. So sad,negative,2024-02-23 20:31:00,bitcoin_knots
Sleeping well knowing I own Bitcoin,positive,2024-02-23 21:25:00,nft_collector
HODL waves showing 21% held over 1 year,neutral,2024-02-23 21:57:00,satoshi_fan
Losing faith in Bitcoin after this crash,negative,2024-02-23 22:39:00,halving_counter
Carbon footprint of Bitcoin is unacceptable,negative,2024-02-23 23:21:00,spot_trader
Bitcoin fees too high for small transactions,negative,2024-02-23 23:51:00,mining_pool
Lightning Network makes Bitcoin amazing for payments,positive,2024-02-24 00:13:00,market_maker
Hyperbitcoinization is inevitable. Fiat dies,positive,2024-02-24 00:39:00,lightning_dev
Bullish on Bitcoin fundamentals long term,positive,2024-02-24 00:53:00,singlesig_simple
Bitcoin circular economy growing in El Salvador,positive,2024-02-24 01:22:00,protocol_dev
Just bought more Bitcoin! Feeling bullish,positive,2024-02-24 02:06:00,btc_analyst
El Salvador Bitcoin experiment is working great,positive,2024-02-24 02:35:00,sats_stacker
Financial freedom through Bitcoin. Nothing better,positive,2024-02-24 02:37:00,gen_z_crypto
Bitcoin market cap is 1109 billion dollars,neutral,2024-02-24 02:45:00,arbitrage_king
Bitcoin privacy features insufficient,negative,2024-02-24 03:17:00,mining_pool
Bitcoin UTXO set size reached 32231 million,neutral,2024-02-24 03:32:00,paper_wallet
Grateful for Satoshi Nakamoto every single day,positive,2024-02-24 03:50:00,technical_trader
Bitcoin adoption is growing. Major companies accepting it now,positive,2024-02-24 04:37:00,maximalist_tom
Bitcoin changing lives around the world,positive,2024-02-24 05:25:00,keynesian_critic
Bitcoin Puell Multiple reading: 76.01,neutral,2024-02-24 06:10:00,deflation_lover
Most Bitcoin holders underwater at current price,negative,2024-02-24 06:17:00,anon_trader
