text,sentiment,timestamp,user,text_length,word_count
Bitcoin UTXO set size reached 7288 million,neutral,2024-02-08 05:44:00,nakamoto_institute,42,7
Coinbase premium: 18% currently,neutral,2024-02-08 08:19:00,maximalist_tom,31,4
Bitcoin taproot upgrade activated 2 years ago,neutral,2024-02-08 10:20:00,millennial_investor,45,7
Coins moved on-chain: 85255 BTC,neutral,2024-02-08 10:49:00,full_node_operator,31,5
Bitcoin UTXO set size reached 45693 million,neutral,2024-02-08 11:04:00,nakamoto_institute,43,7
Unconfirmed transactions: 14006 in mempool,neutral,2024-02-08 11:40:00,multisig_user,42,5
Average Bitcoin fee per transaction: 5.2 dollars,neutral,2024-02-08 12:48:00,crypto_news,48,7
Bitcoin blockchain size reached 289 GB,neutral,2024-02-08 13:56:00,whale_watcher,38,6
Lightning Network channels: 14862 active,neutral,2024-02-08 13:58:00,settlement_layer,40,5
Bitcoin at 84k. Same as yesterday,neutral,2024-02-08 17:18:00,arbitrage_king,33,6
Lightning Network capacity at 81488 BTC,neutral,2024-02-08 17:30:00,lightning_node,39,6
Bitcoin node count increased to 35460,neutral,2024-02-08 18:22:00,boomer_hodler,37,6
Mempool size: 298 MB currently,neutral,2024-02-08 19:23:00,open_source,30,5
Current block height is 806015,neutral,2024-02-08 19:28:00,dao_member,30,5
Bitcoin Core version 27.1 released yesterday,neutral,2024-02-08 19:48:00,keynesian_critic,44,6
Bitcoin adoption plateau reached already,negative,2024-02-08 22:32:00,store_of_value,40,5
NVT ratio currently: 45.54,neutral,2024-02-09 05:33:00,payment_network,26,4
Unconfirmed transactions: 35946 in mempool,neutral,2024-02-09 06:34:00,deflation_lover,42,5
Bitcoin fear and greed index: 76.84,neutral,2024-02-09 12:35:00,payment_network,35,6
Bitcoin market cap is 675 billion dollars,neutral,2024-02-09 13:46:00,gpu_miner,41,7
Lightning Network capacity at 61222 BTC,neutral,2024-02-09 14:27:00,nft_collector,39,6
Bitcoin centralization risk increasing daily,negative,2024-02-09 15:38:00,sound_money,44,5
Active Bitcoin addresses: 23394 million,neutral,2024-02-09 18:32:00,nft_collector,39,5
Bitcoin hashrate: 593 EH/s currently,neutral,2024-02-09 19:15:00,privacy_advocate,36,5
Living on Bitcoin for 2 years now. Amazing,positive,2024-02-09 20:49:00,institutional_buyer,42,8
Current block height is 817230,neutral,2024-02-10 02:52:00,dca_investor,30,5
Bitcoin hashrate: 585 EH/s currently,neutral,2024-02-10 05:29:00,defi_explorer,36,5
Bitcoin mining difficulty increased by 50%,neutral,2024-02-10 06:22:00,sats_stacker,42,6
Bitcoin at 95k. Same as yesterday,neutral,2024-02-10 08:08:00,crypto_coach,33,6
Bitcoin average block size is 125 MB today,neutral,2024-02-10 12:30:00,privacy_advocate,42,8
Bitcoin stock to flow ratio: 1.2,neutral,2024-02-10 15:45:00,maximalist_tom,32,6
Bitcoin market cap is 760 billion dollars,neutral,2024-02-10 16:17:00,mining_dev,41,7
Bitcoin nodes distributed across 130 countries,neutral,2024-02-10 16:18:00,bull_trader,46,6
Bitcoin inflation rate: 28% annually,neutral,2024-02-10 16:20:00,solo_miner,36,5
Bitcoin realized cap: $95331 billion,neutral,2024-02-10 18:19:00,dca_investor,36,5
Bitcoin at 59k. Same as yesterday,neutral,2024-02-10 20:00:00,singlesig_simple,33,6
Bitcoin UTXO set size reached 43751 million,neutral,2024-02-10 20:53:00,deflation_lover,43,7
Living on Bitcoin for 1 years now. Amazing,positive,2024-02-11 00:54:00,mempool_observer,42,8
Mempool size: 90 MB currently,neutral,2024-02-11 01:24:00,alternative_client,29,5
Bitcoin segwit adoption rate is 12 percent,neutral,2024-02-11 06:08:00,bitcoin_standard,42,7
Bitcoin difficulty adjustment in 1287 days,neutral,2024-02-11 08:07:00,privacy_advocate,42,6
Average Bitcoin transaction size is 205 bytes,neutral,2024-02-11 10:09:00,bear_market_bob,45,7
Bitcoin taproot upgrade activated 8 years ago,neutral,2024-02-11 10:37:00,spot_trader,45,7
NVT ratio currently: 47.59,neutral,2024-02-11 14:42:00,privacy_maxi,26,4
Bitcoin accepted at 48052 merchants worldwide,positive,2024-02-11 17:09:00,bull_trader,45,6
Bitcoin UTXO set size reached 11853 million,neutral,2024-02-11 20:05:00,whale_watcher,43,7
Bitcoin UTXO set size reached 45074 million,neutral,2024-02-11 21:27:00,on_chain_guy,43,7
Average Bitcoin fee per transaction: 5.3 dollars,neutral,2024-02-11 21:44:00,paper_wallet,48,7
Mempool size: 195 MB currently,neutral,2024-02-11 22:54:00,keynesian_critic,30,5
Bitcoin mining difficulty at 69 trillion,neutral,2024-02-12 00:17:00,privacy_advocate,40,6
Bitcoin exchange reserves: 80774 BTC,neutral,2024-02-12 00:47:00,brain_wallet,36,5
Bitcoin node count increased to 10608,neutral,2024-02-12 03:04:00,crypto_news,37,6
HODL waves showing 45% held over 1 year,neutral,2024-02-12 04:04:00,mining_dev,39,8
Bitcoin halving countdown: 1228 days remaining,neutral,2024-02-12 06:27:00,hardware_wallet,46,6
Bitcoin hashrate: 400 EH/s currently,neutral,2024-02-12 08:00:00,gold_bug_btc,36,5
Bitcoin Puell Multiple reading: 65.31,neutral,2024-02-12 14:06:00,settlement_layer,37,5
Bitcoin trading volume: $23988M today,neutral,2024-02-12 16:05:00,hardware_wallet,37,5
Daily Bitcoin transactions averaging 39769k,neutral,2024-02-12 18:47:00,kyc_hater,43,5
Current block height is 802266,neutral,2024-02-12 22:48:00,bitcoin_dev,30,5
Bitcoin node count increased to 20909,neutral,2024-02-13 04:40:00,yield_farmer,37,6
Bitcoin inflation rate: 33% annually,neutral,2024-02-13 07:06:00,retail_investor,36,5
Average Bitcoin fee per transaction: 8.2 dollars,neutral,2024-02-13 12:25:00,privacy_advocate,48,7
Bitcoin blockchain size reached 274 GB,neutral,2024-02-13 13:25:00,unit_of_account,38,6
Daily Bitcoin transactions averaging 19217k,neutral,2024-02-13 21:21:00,exchange_dev,43,5
Average Bitcoin fee per transaction: 10.0 dollars,neutral,2024-02-13 23:09:00,medium_of_exchange,49,7
Bitcoin halving countdown: 941 days remaining,neutral,2024-02-13 23:20:00,hard_money,45,6
Bitcoin dominance currently at 25%,neutral,2024-02-14 03:07:00,crypto_skeptic,34,5
Bitcoin stock to flow ratio: 1.27,neutral,2024-02-14 04:27:00,austrian_economist,33,6
Bitcoin fear and greed index: 4.61,neutral,2024-02-14 07:06:00,options_trader,34,6
Average Bitcoin transaction size is 103 bytes,neutral,2024-02-14 09:55:00,protocol_dev,45,7
Best decision ever was buying Bitcoin in 2017,positive,2024-02-14 12:52:00,maximalist_tom,45,8
Network difficulty retarget in 27 hours,neutral,2024-02-14 13:24:00,btc_unlimited,39,6
Bitcoin trading volume: $35657M today,neutral,2024-02-14 14:35:00,retired_early,37,5
Bitcoin velocity indicator at 60.98,neutral,2024-02-14 21:39:00,brain_wallet,35,5
Miner revenue today: $43 million,neutral,2024-02-15 03:05:00,hash_power,32,5
Bitcoin mining difficulty at 71 trillion,neutral,2024-02-15 04:32:00,custodial_service,40,6
Average Bitcoin fee per transaction: 1.6 dollars,neutral,2024-02-15 06:10:00,mining_dev,48,7
Bitcoin segwit adoption rate is 42 percent,neutral,2024-02-15 08:09:00,financial_freedom,42,7
Current Bitcoin mempool has 26666k transactions,neutral,2024-02-15 08:37:00,multisig_user,47,6
Bitcoin halving countdown: 1223 days remaining,neutral,2024-02-15 09:27:00,paper_wallet,46,6
Bitcoin exchange reserves: 58131 BTC,neutral,2024-02-15 13:42:00,technical_trader,36,5
Current block height is 807701,neutral,2024-02-15 17:08:00,mining_pro,30,5
Complexity of Bitcoin protocol is a problem,negative,2024-02-15 18:41:00,lightning_node,43,7
Miner revenue today: $21 million,neutral,2024-02-15 19:09:00,defi_explorer,32,5
Bitcoin dominance currently at 19%,neutral,2024-02-15 21:47:00,bitcoin_standard,34,5
Bitcoin halving countdown: 433 days remaining,neutral,2024-02-15 22:35:00,mining_pro,45,6
This bull run will be epic! Bitcoin to 82k,positive,2024-02-15 22:42:00,difficulty_watcher,42,9
Bitcoin velocity indicator at 82.05,neutral,2024-02-15 23:59:00,hardware_wallet,35,5
This bull run will be epic! Bitcoin to 90k,positive,2024-02-16 02:42:00,bitcoin_dev,42,9
Unconfirmed transactions: 13332 in mempool,neutral,2024-02-16 03:21:00,options_trader,42,5
Average Bitcoin transaction size is 124 bytes,neutral,2024-02-16 03:41:00,bitcoin_knots,45,7
Bitcoin exchange reserves: 67659 BTC,neutral,2024-02-16 04:17:00,brain_wallet,36,5
Bitcoin Core version 25.2 released yesterday,neutral,2024-02-16 04:44:00,settlement_layer,44,6
Bitcoin velocity indicator at 12.55,neutral,2024-02-16 06:18:00,silver_to_btc,35,5
Bitcoin Puell Multiple reading: 19.51,neutral,2024-02-16 09:41:00,deflation_lover,37,5
Bitcoin stock to flow ratio: 1.68,neutral,2024-02-16 11:40:00,inflation_hedge,33,6
Bitcoin exchange reserves: 37469 BTC,neutral,2024-02-16 13:53:00,gen_z_crypto,36,5
Average Bitcoin fee per transaction: 9.6 dollars,neutral,2024-02-16 17:46:00,technical_trader,48,7
Bitcoin exchange reserves: 97404 BTC,neutral,2024-02-16 18:03:00,privacy_advocate,36,5
Bitcoin mining difficulty at 56 trillion,neutral,2024-02-16 18:22:00,btc_unlimited,40,6
Bitcoin average block size is 157 MB today,neutral,2024-02-16 20:00:00,cold_storage,42,8
Bitcoin market cap is 598 billion dollars,neutral,2024-02-16 20:09:00,alternative_client,41,7
Bitcoin trading volume: $23536M today,neutral,2024-02-17 03:15:00,technical_trader,37,5
Bitcoin average block size is 277 MB today,neutral,2024-02-17 04:19:00,retired_early,42,8
Realized profit loss ratio: 0.76,neutral,2024-02-17 04:45:00,pseudonymous_dev,32,5
Bitcoin Puell Multiple reading: 47.82,neutral,2024-02-17 05:21:00,crypto_coach,37,5
Bitcoin stock to flow ratio: 0.6,neutral,2024-02-17 05:57:00,paper_wallet,32,6
Miner revenue today: $10 million,neutral,2024-02-17 07:08:00,retail_investor,32,5
Bitcoin halving countdown: 372 days remaining,neutral,2024-02-17 11:42:00,full_node_operator,45,6
Bitcoin transaction fees are 1.7 dollars today,neutral,2024-02-17 14:31:00,paper_wallet,46,7
Realized profit loss ratio: 1.23,neutral,2024-02-17 18:26:00,store_of_value,32,5
Bitcoin hashrate: 314 EH/s currently,neutral,2024-02-17 21:00:00,spot_trader,36,5
Bitcoin segwit adoption rate is 38 percent,neutral,2024-02-17 22:13:00,mining_dev,42,7
Bitcoin fear and greed index: 82.65,neutral,2024-02-17 23:45:00,bitcoin_core,35,6
Bitcoin hashrate: 452 EH/s currently,neutral,2024-02-18 00:29:00,market_maker,36,5
Mempool size: 293 MB currently,neutral,2024-02-18 03:36:00,liquidity_provider,30,5
Bitcoin inflation rate: 42% annually,neutral,2024-02-18 04:21:00,wallet_dev,36,5
Total Bitcoin addresses with balance: 33039 million,neutral,2024-02-18 07:29:00,custodial_service,51,7
Current block height is 807920,neutral,2024-02-18 09:01:00,settlement_layer,30,5
Realized profit loss ratio: 0.62,neutral,2024-02-18 09:22:00,store_of_value,32,5
Average Bitcoin fee per transaction: 6.3 dollars,neutral,2024-02-18 11:11:00,satoshi_fan,48,7
Bitcoin transaction fees are 5.0 dollars today,neutral,2024-02-18 11:27:00,lightning_dev,46,7
Average Bitcoin transaction size is 58 bytes,neutral,2024-02-18 15:00:00,keynesian_critic,44,7
Bitcoin Core version 27.2 released yesterday,neutral,2024-02-18 15:30:00,dao_member,44,6
HODL waves showing 43% held over 1 year,neutral,2024-02-18 16:21:00,privacy_advocate,39,8
This bull run will be epic! Bitcoin to 80k,positive,2024-02-18 16:36:00,crypto_coach,42,9
Bitcoin dominance currently at 36%,neutral,2024-02-18 17:08:00,institutional_buyer,34,5
Best decision ever was buying Bitcoin in 2022,positive,2024-02-18 17:09:00,lightning_dev,45,8
Active Bitcoin addresses: 16124 million,neutral,2024-02-18 20:47:00,self_custody,39,5
Bitcoin difficulty adjustment in 1349 days,neutral,2024-02-19 00:21:00,crypto_coach,42,6
Bitcoin exchange reserves: 34323 BTC,neutral,2024-02-19 05:03:00,difficulty_watcher,36,5
Bitcoin market cap is 1114 billion dollars,neutral,2024-02-19 05:39:00,mining_pro,42,7
Average Bitcoin transaction size is 264 bytes,neutral,2024-02-19 07:05:00,hodler_mike,45,7
Coins moved on-chain: 62050 BTC,neutral,2024-02-19 17:45:00,anon_trader,31,5
Average Bitcoin transaction size is 227 bytes,neutral,2024-02-19 22:03:00,wallet_dev,45,7
Realized profit loss ratio: 1.96,neutral,2024-02-19 22:57:00,scalper_pro,32,5
Bitcoin Puell Multiple reading: 88.36,neutral,2024-02-19 23:26:00,bitcoin_standard,37,5
Bitcoin Core version 27.0 released yesterday,neutral,2024-02-20 00:50:00,paper_wallet,44,6
Bitcoin nodes distributed across 106 countries,neutral,2024-02-20 01:17:00,singlesig_simple,46,6
Bitcoin dominance currently at 38%,neutral,2024-02-20 01:33:00,self_custody,34,5
Bitcoin segwit adoption rate is 14 percent,neutral,2024-02-20 03:35:00,nft_collector,42,7
Bitcoin accepted at 19254 merchants worldwide,positive,2024-02-20 04:12:00,digital_gold,45,6
Bitcoin mining difficulty increased by 12%,neutral,2024-02-20 07:29:00,retail_investor,42,6
Bitcoin fear and greed index: 80.07,neutral,2024-02-20 08:22:00,unit_of_account,35,6
Bitcoin exchange reserves: 78344 BTC,neutral,2024-02-20 09:37:00,digital_gold,36,5
Bitcoin realized cap: $22639 billion,neutral,2024-02-20 13:06:00,market_maker,36,5
Bitcoin velocity indicator at 79.98,neutral,2024-02-20 14:03:00,settlement_layer,35,5
Bitcoin node count increased to 27235,neutral,2024-02-20 14:10:00,asic_farmer,37,6
Network fees collected: 7327 BTC today,neutral,2024-02-20 19:07:00,crypto_skeptic,38,6
Bitcoin transaction fees are 7.8 dollars today,neutral,2024-02-20 20:15:00,non_custodial,46,7
Bitcoin mining difficulty at 75 trillion,neutral,2024-02-20 21:51:00,bull_trader,40,6
Bitcoin hashrate: 561 EH/s currently,neutral,2024-02-20 23:43:00,boomer_hodler,36,5
HODL waves showing 14% held over 1 year,neutral,2024-02-21 00:49:00,silver_to_btc,39,8
Mempool size: 227 MB currently,neutral,2024-02-21 02:43:00,dao_member,30,5
Bitcoin hashrate: 534 EH/s currently,neutral,2024-02-21 03:33:00,lightning_fan,36,5
Total Bitcoin addresses with balance: 31738 million,neutral,2024-02-21 06:03:00,day_trader,51,7
This bull run will be epic! Bitcoin to 70k,positive,2024-02-21 06:54:00,sats_stacker,42,9
Bitcoin at 69k. Same as yesterday,neutral,2024-02-21 08:20:00,medium_of_exchange,33,6
Bitcoin Core version 26.2 released yesterday,neutral,2024-02-21 13:14:00,position_trader,44,6
Bitcoin difficulty adjustment in 595 days,neutral,2024-02-21 13:46:00,retired_early,41,6
Bitcoin inflation rate: 7% annually,neutral,2024-02-21 14:43:00,cold_storage,35,5
Average Bitcoin fee per transaction: 7.8 dollars,neutral,2024-02-21 16:05:00,protocol_dev,48,7
Miner revenue today: $18 million,neutral,2024-02-21 18:36:00,lightning_fan,32,5
Bitcoin realized cap: $8036 billion,neutral,2024-02-21 20:09:00,full_node_operator,35,5
NVT ratio currently: 85.98,neutral,2024-02-21 20:57:00,bitcoin_knots,26,4
Bitcoin hashrate: 471 EH/s currently,neutral,2024-02-22 00:28:00,trader_joe,36,5
Bitcoin nodes distributed across 114 countries,neutral,2024-02-22 04:44:00,swing_trader,46,6
Bitcoin Puell Multiple reading: 85.09,neutral,2024-02-22 06:13:00,yield_farmer,37,5
Bitcoin accepted at 13294 merchants worldwide,positive,2024-02-22 08:12:00,btc_unlimited,45,6
Bitcoin at 85k. Same as yesterday,neutral,2024-02-22 10:36:00,multisig_user,33,6
This bull run will be epic! Bitcoin to 75k,positive,2024-02-22 10:51:00,hodler_mike,42,9
This bull run will be epic! Bitcoin to 41k,positive,2024-02-22 11:47:00,multisig_user,42,9
Network fees collected: 64624 BTC today,neutral,2024-02-22 12:21:00,on_chain_guy,39,6
Network difficulty retarget in 68 hours,neutral,2024-02-22 15:48:00,day_trader,39,6
Bitcoin fear and greed index: 98.17,neutral,2024-02-22 23:02:00,gold_bug_btc,35,6
Bitcoin realized cap: $6461 billion,neutral,2024-02-23 01:45:00,gold_bug_btc,35,5
Bitcoin fear and greed index: 52.88,neutral,2024-02-23 03:23:00,crypto_news,35,6
Mempool size: 111 MB currently,neutral,2024-02-23 04:50:00,mining_pool,30,5
Bitcoin velocity indicator at 32.1,neutral,2024-02-23 05:40:00,arbitrage_king,34,5
Bitcoin realized cap: $96281 billion,neutral,2024-02-23 08:55:00,keynesian_critic,36,5
Lightning Network capacity at 22686 BTC,neutral,2024-02-23 15:07:00,mining_dev,39,6
Lightning Network channels: 8985 active,neutral,2024-02-23 15:35:00,financial_freedom,39,5
Bitcoin difficulty adjustment in 937 days,neutral,2024-02-23 18:49:00,medium_of_exchange,41,6
HODL waves showing 21% held over 1 year,neutral,2024-02-23 21:57:00,satoshi_fan,39,8
Bitcoin market cap is 1109 billion dollars,neutral,2024-02-24 02:45:00,arbitrage_king,42,7
Bitcoin UTXO set size reached 32231 million,neutral,2024-02-24 03:32:00,paper_wallet,43,7
Bitcoin Puell Multiple reading: 76.01,neutral,2024-02-24 06:10:00,deflation_lover,37,5
Current Bitcoin mempool has 35563k transactions,neutral,2024-02-24 08:34:00,base_layer,47,6
Bitcoin market cap is 559 billion dollars,neutral,2024-02-24 11:43:00,arbitrage_king,41,7
Lightning Network channels: 5475 active,neutral,2024-02-24 15:07:00,settlement_layer,39,5
Bitcoin hashrate: 390 EH/s currently,neutral,2024-02-24 17:40:00,market_maker,36,5
Current block height is 807404,neutral,2024-02-24 18:02:00,dca_investor,30,5
Lightning Network channels: 29740 active,neutral,2024-02-24 20:02:00,privacy_maxi,40,5
Bitcoin fear and greed index: 99.02,neutral,2024-02-24 20:14:00,satoshi_fan,35,6
Bitcoin realized cap: $59345 billion,neutral,2024-02-24 22:10:00,btc_analyst,36,5
Active Bitcoin addresses: 15339 million,neutral,2024-02-24 23:09:00,lightning_fan,39,5
Total Bitcoin addresses with balance: 33178 million,neutral,2024-02-25 01:04:00,satoshi_fan,51,7
Current block height is 812174,neutral,2024-02-25 01:58:00,deflation_lover,30,5
Bitcoin accepted at 35420 merchants worldwide,positive,2024-02-25 03:18:00,arbitrage_king,45,6
Mempool size: 294 MB currently,neutral,2024-02-25 04:11:00,mempool_observer,30,5
Living on Bitcoin for 8 years now. Amazing,positive,2024-02-25 07:00:00,whale_watcher,42,8
Network difficulty retarget in 36 hours,neutral,2024-02-25 07:52:00,exchange_dev,39,6
Bitcoin nodes distributed across 150 countries,neutral,2024-02-25 11:15:00,halving_counter,46,6
Network difficulty retarget in 181 hours,neutral,2024-02-25 12:40:00,trader_joe,40,6
Lightning Network capacity at 97839 BTC,neutral,2024-02-25 15:03:00,sats_stacker,39,6
Bitcoin blockchain size reached 213 GB,neutral,2024-02-25 16:54:00,singlesig_simple,38,6
Coinbase premium: 5% currently,neutral,2024-02-25 17:45:00,sound_money,30,4
Lightning Network capacity at 97767 BTC,neutral,2024-02-25 21:35:00,medium_of_exchange,39,6
Bitcoin mining difficulty increased by 22%,neutral,2024-02-25 21:43:00,base_layer,42,6
Miner revenue today: $42 million,neutral,2024-02-25 22:55:00,spot_trader,32,5
Average Bitcoin transaction size is 69 bytes,neutral,2024-02-26 00:26:00,austrian_economist,44,7
Best decision ever was buying Bitcoin in 2020,positive,2024-02-26 05:31:00,halving_counter,45,8
Realized profit loss ratio: 1.93,neutral,2024-02-26 09:47:00,bear_market_bob,32,5
Bitcoin whitepaper anniversary today. 2 years,neutral,2024-02-26 12:49:00,bitcoin_core,45,6
NVT ratio currently: 91.68,neutral,2024-02-26 19:20:00,base_layer,26,4
Mempool size: 264 MB currently,neutral,2024-02-26 19:27:00,lightning_dev,30,5
Bitcoin taproot upgrade activated 5 years ago,neutral,2024-02-26 20:44:00,digital_gold,45,7
Average Bitcoin fee per transaction: 2.3 dollars,neutral,2024-02-26 22:05:00,halving_counter,48,7
Lightning Network channels: 24673 active,neutral,2024-02-26 22:51:00,options_trader,40,5
Bitcoin velocity indicator at 69.77,neutral,2024-02-27 00:53:00,silver_to_btc,35,5
Bitcoin velocity indicator at 66.95,neutral,2024-02-27 06:39:00,solo_miner,35,5
Current Bitcoin mempool has 1558k transactions,neutral,2024-02-27 07:06:00,bitcoin_teacher,46,6
Bitcoin realized cap: $67992 billion,neutral,2024-02-27 14:38:00,sats_stacker,36,5
HODL waves showing 46% held over 1 year,neutral,2024-02-27 17:25:00,position_trader,39,8
Coins moved on-chain: 28588 BTC,neutral,2024-02-27 18:04:00,asic_farmer,31,5
Bitcoin average block size is 197 MB today,neutral,2024-02-27 20:30:00,scalper_pro,42,8
Bitcoin hashrate: 488 EH/s currently,neutral,2024-02-27 22:02:00,base_layer,36,5
Bitcoin velocity indicator at 55.87,neutral,2024-02-27 23:17:00,keynesian_critic,35,5
Realized profit loss ratio: 1.24,neutral,2024-02-28 07:19:00,mempool_observer,32,5
Network fees collected: 43533 BTC today,neutral,2024-02-28 11:34:00,hodler_mike,39,6
Bitcoin stock to flow ratio: 0.64,neutral,2024-02-28 12:05:00,bitcoin_standard,33,6
Bitcoin dominance currently at 28%,neutral,2024-02-28 13:37:00,bitcoin_standard,34,5
Bitcoin transaction fees are 9.5 dollars today,neutral,2024-02-28 14:18:00,bitcoin_dev,46,7
Bitcoin halving countdown: 48 days remaining,neutral,2024-02-28 15:04:00,silver_to_btc,44,6
HODL waves showing 24% held over 1 year,neutral,2024-02-28 16:54:00,on_chain_guy,39,8
Unconfirmed transactions: 34378 in mempool,neutral,2024-02-28 18:15:00,mining_dev,42,5
Bitcoin blockchain size reached 190 GB,neutral,2024-02-28 19:45:00,medium_of_exchange,38,6
Bitcoin hashrate: 473 EH/s currently,neutral,2024-02-28 20:31:00,btc_unlimited,36,5
Current Bitcoin mempool has 21938k transactions,neutral,2024-02-28 21:34:00,position_trader,47,6
Average Bitcoin transaction size is 163 bytes,neutral,2024-02-28 23:20:00,gen_z_crypto,45,7
Realized profit loss ratio: 1.35,neutral,2024-02-29 00:37:00,keynesian_critic,32,5
Bitcoin blockchain size reached 51 GB,neutral,2024-02-29 02:49:00,singlesig_simple,37,6
Bitcoin Puell Multiple reading: 12.94,neutral,2024-02-29 03:23:00,nft_collector,37,5
Bitcoin realized cap: $84258 billion,neutral,2024-02-29 07:05:00,keynesian_critic,36,5
Bitcoin price consolidating around 52k,neutral,2024-02-29 13:34:00,crypto_news,38,5
Average Bitcoin transaction size is 76 bytes,neutral,2024-02-29 14:31:00,market_maker,44,7
Average Bitcoin fee per transaction: 9.5 dollars,neutral,2024-02-29 15:08:00,privacy_maxi,48,7
Network fees collected: 94882 BTC today,neutral,2024-02-29 16:01:00,asic_farmer,39,6
Bitcoin blockchain size reached 69 GB,neutral,2024-02-29 19:05:00,defi_explorer,37,6
Bitcoin UTXO set size reached 43614 million,neutral,2024-03-01 00:12:00,node_runner,43,7
HODL waves showing 8% held over 1 year,neutral,2024-03-01 01:04:00,millennial_investor,38,8
Bitcoin segwit adoption rate is 50 percent,neutral,2024-03-01 05:32:00,layer_two,42,7
Bitcoin node count increased to 46160,neutral,2024-03-01 06:44:00,scalper_pro,37,6
HODL waves showing 32% held over 1 year,neutral,2024-03-01 10:36:00,unit_of_account,39,8
NVT ratio currently: 24.57,neutral,2024-03-01 10:40:00,custodial_service,26,4
Network fees collected: 52945 BTC today,neutral,2024-03-01 13:40:00,digital_gold,39,6
Bitcoin stock to flow ratio: 1.67,neutral,2024-03-01 14:48:00,mempool_observer,33,6
Bitcoin realized cap: $45336 billion,neutral,2024-03-01 18:56:00,millennial_investor,36,5
Best decision ever was buying Bitcoin in 2018,positive,2024-03-01 21:14:00,digital_gold,45,8
Lightning Network capacity at 8039 BTC,neutral,2024-03-01 23:23:00,silver_to_btc,38,6
Miner revenue today: $39 million,neutral,2024-03-02 01:12:00,technical_trader,32,5
Bitcoin velocity indicator at 32.87,neutral,2024-03-02 03:44:00,sats_stacker,35,5
This bull run will be epic! Bitcoin to 93k,positive,2024-03-02 04:15:00,gpu_miner,42,9
Current Bitcoin mempool has 35872k transactions,neutral,2024-03-02 09:14:00,mining_dev,47,6
Daily Bitcoin transactions averaging 13044k,neutral,2024-03-02 13:27:00,crypto_bull,43,5
HODL waves showing 1% held over 1 year,neutral,2024-03-02 16:38:00,privacy_maxi,38,8
Lightning Network capacity at 13237 BTC,neutral,2024-03-02 17:28:00,btc_analyst,39,6
NVT ratio currently: 50.41,neutral,2024-03-02 18:37:00,mining_dev,26,4
Average Bitcoin transaction size is 108 bytes,neutral,2024-03-03 02:07:00,self_custody,45,7
Bitcoin average block size is 290 MB today,neutral,2024-03-03 03:38:00,retired_early,42,8
Current Bitcoin mempool has 13275k transactions,neutral,2024-03-03 08:32:00,kyc_hater,47,6
Bitcoin Puell Multiple reading: 83.28,neutral,2024-03-03 16:17:00,node_runner,37,5
Realized profit loss ratio: 1.53,neutral,2024-03-03 20:39:00,anon_trader,32,5
NVT ratio currently: 66.27,neutral,2024-03-03 23:14:00,node_runner,26,4
Bitcoin market cap is 711 billion dollars,neutral,2024-03-03 23:23:00,mining_dev,41,7
Bitcoin whitepaper anniversary today. 1 years,neutral,2024-03-04 01:16:00,dao_member,45,6
Bitcoin velocity indicator at 49.14,neutral,2024-03-04 02:13:00,node_runner,35,5
Bitcoin at 73k. Same as yesterday,neutral,2024-03-04 03:30:00,crypto_coach,33,6
Bitcoin nodes distributed across 143 countries,neutral,2024-03-04 06:01:00,asic_farmer,46,6
Network fees collected: 58927 BTC today,neutral,2024-03-04 07:25:00,chart_master,39,6
Best decision ever was buying Bitcoin in 2019,positive,2024-03-04 09:59:00,kyc_hater,45,8
Realized profit loss ratio: 1.83,neutral,2024-03-04 10:43:00,trader_joe,32,5
Average Bitcoin transaction size is 284 bytes,neutral,2024-03-04 11:25:00,day_trader,45,7
Daily Bitcoin transactions averaging 42488k,neutral,2024-03-04 12:47:00,deflation_lover,43,5
Current block height is 808611,neutral,2024-03-04 13:17:00,crypto_coach,30,5
Total Bitcoin addresses with balance: 27454 million,neutral,2024-03-04 15:40:00,deflation_lover,51,7
Bitcoin transaction fees are 1.0 dollars today,neutral,2024-03-04 15:56:00,lightning_wallet,46,7
Bitcoin velocity indicator at 27.77,neutral,2024-03-04 17:30:00,privacy_maxi,35,5
Bitcoin mining difficulty at 79 trillion,neutral,2024-03-04 23:45:00,mining_pool,40,6
NVT ratio currently: 19.81,neutral,2024-03-05 00:50:00,settlement_layer,26,4
Bitcoin dominance currently at 26%,neutral,2024-03-05 03:17:00,alternative_client,34,5
Daily Bitcoin transactions averaging 20460k,neutral,2024-03-05 06:16:00,fiat_escapist,43,5
Bitcoin trading volume: $11230M today,neutral,2024-03-05 07:12:00,digital_gold,37,5
Mempool size: 278 MB currently,neutral,2024-03-05 07:15:00,lightning_fan,30,5
Coins moved on-chain: 34619 BTC,neutral,2024-03-05 07:46:00,bitcoin_standard,31,5
HODL waves showing 44% held over 1 year,neutral,2024-03-05 09:47:00,alternative_client,39,8
Average Bitcoin transaction size is 278 bytes,neutral,2024-03-05 11:04:00,chart_master,45,7
Coinbase premium: 44% currently,neutral,2024-03-05 11:57:00,digital_gold,31,4
Bitcoin price consolidating around 96k,neutral,2024-03-05 13:44:00,singlesig_simple,38,5
Bitcoin transaction fees are 9.2 dollars today,neutral,2024-03-05 22:26:00,liquidity_provider,46,7
HODL waves showing 5% held over 1 year,neutral,2024-03-06 00:27:00,scalper_pro,38,8
Bitcoin Puell Multiple reading: 13.5,neutral,2024-03-06 02:30:00,defi_explorer,36,5
